s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 4.2710583E-001, 1.9733743E-001, 6.7539030E-002, 6.0937333E-002, 3.8949720E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0383850E-001, 9.4614354E-009
 4.3026913E-001, 1.9863343E-001, 6.8320630E-002, 6.1434151E-002, 3.9584935E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0379801E-001, 9.5061771E-009
 4.3343244E-001, 1.9992656E-001, 6.9123582E-002, 6.1935116E-002, 3.9362905E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0379020E-001, 9.5869512E-009
 4.3659574E-001, 2.0122757E-001, 6.9940729E-002, 6.2448010E-002, 3.9562205E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0376119E-001, 9.6484564E-009
 4.3975904E-001, 2.0254729E-001, 7.0764786E-002, 6.2980704E-002, 4.0187993E-002, 1.1102230E-016, 1.0000000E+000, 5.9000000E+001, 6.0371026E-001, 9.6891368E-009
 4.4292235E-001, 2.0386388E-001, 7.1611124E-002, 6.3518147E-002, 3.9963944E-002, 1.1102230E-016, 1.0000000E+000, 5.9000000E+001, 6.0369548E-001, 9.7684720E-009
 4.4608565E-001, 2.0518836E-001, 7.2472595E-002, 6.4067971E-002, 4.0171042E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0366056E-001, 9.8284604E-009
 4.4924896E-001, 2.0653195E-001, 7.3341910E-002, 6.4637895E-002, 4.0815052E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0360407E-001, 9.8674932E-009
 4.5241226E-001, 2.0735984E-001, 7.4071397E-002, 6.5049781E-002, 1.9154861E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0365047E-001, 9.9911402E-009
 4.5557556E-001, 2.0801773E-001, 7.4759164E-002, 6.5416548E-002, 1.1985074E-002, 5.5511151E-017, 1.0000000E+000, 6.0000000E+001, 6.0061105E-001, 4.4908342E-009
 4.5873887E-001, 2.0872655E-001, 7.5464034E-002, 6.5811982E-002, 1.4045957E-002, 5.5511151E-017, 1.0000000E+000, 6.0000000E+001, 6.0054792E-001, 4.4989572E-009
 4.6190217E-001, 2.0938476E-001, 7.6175765E-002, 6.6195205E-002, 1.1915006E-002, 5.5511151E-017, 1.0000000E+000, 6.0000000E+001, 6.0055285E-001, 4.5381467E-009
 4.6506548E-001, 2.1004349E-001, 7.6899476E-002, 6.6585956E-002, 1.1894593E-002, 1.1102230E-016, 1.0000000E+000, 6.0000000E+001, 6.0053045E-001, 4.5640924E-009
 4.6822878E-001, 2.1075450E-001, 7.7640342E-002, 6.7004322E-002, 1.4006049E-002, 5.5511151E-017, 1.0000000E+000, 6.0000000E+001, 6.0048324E-001, 4.5781330E-009
 4.7139208E-001, 2.1141648E-001, 7.8387994E-002, 6.7409341E-002, 1.1933879E-002, 1.1102230E-016, 1.0000000E+000, 6.0000000E+001, 6.0051389E-001, 4.6287550E-009
 4.7455539E-001, 2.1208074E-001, 7.9147407E-002, 6.7820706E-002, 1.1979104E-002, 1.1102230E-016, 1.0000000E+000, 6.0000000E+001, 6.0052058E-001, 4.6688398E-009
 4.7771869E-001, 2.1279916E-001, 7.9923588E-002, 6.8258507E-002, 1.4160531E-002, 1.1102230E-016, 1.0000000E+000, 6.0000000E+001, 6.0049973E-001, 4.6976181E-009
 4.8088200E-001, 2.1347046E-001, 8.0705987E-002, 6.8681832E-002, 1.2160604E-002, 1.1102230E-016, 1.0000000E+000, 6.0000000E+001, 6.0054882E-001, 4.7627743E-009
 4.8404530E-001, 2.1419721E-001, 8.1504576E-002, 6.9130945E-002, 1.4390790E-002, 5.5511151E-017, 1.0000000E+000, 6.0000000E+001, 6.0052632E-001, 4.7961041E-009
 4.8752494E-001, 2.1493101E-001, 8.2388049E-002, 6.9602586E-002, 1.1836038E-002, 5.5511151E-017, 1.0000000E+000, 6.0000000E+001, 6.0057037E-001, 4.8743252E-009
 4.9100457E-001, 2.1572251E-001, 8.3288870E-002, 7.0100496E-002, 1.3931290E-002, 5.5511151E-017, 1.0000000E+000, 6.0000000E+001, 6.0053532E-001, 4.9103442E-009
 4.9448420E-001, 2.1652175E-001, 8.4201172E-002, 7.0604502E-002, 1.4151114E-002, 1.1102230E-016, 1.0000000E+000, 6.0000000E+001, 6.0052248E-001, 4.9572843E-009
 4.9760288E-001, 2.1720085E-001, 8.5023359E-002, 7.1043647E-002, 1.2570782E-002, 5.5511151E-017, 1.0000000E+000, 6.0000000E+001, 6.0053690E-001, 5.0053640E-009
 5.0000000E-001, 2.1778203E-001, 8.5666109E-002, 7.1406145E-002, 1.5835755E-002, 1.1102230E-016, 1.0000000E+000, 6.0000000E+001, 6.0046805E-001, 4.9951322E-009
